SMILES,3CL_enzymatic_activity,ACE2_enzymatic_activity,HEK293_cell_line_toxicity_,Human_fibroblast_toxicity,MERS_Pseudotyped_particle_entry,MERS_Pseudotyped_particle_entry_(Huh7_tox_counterscreen),SARS-CoV_Pseudotyped_particle_entry,SARS-CoV_Pseudotyped_particle_entry_(VeroE6_tox_counterscreen),SARS-CoV-2_cytopathic_effect_(CPE),SARS-CoV-2_cytopathic_effect_(host_tox_counterscreen),Spike-ACE2_protein-protein_interaction_(AlphaLISA),Spike-ACE2_protein-protein_interaction_(TruHit_Counterscreen),TMPRSS2_enzymatic_activity
OC[C@@]1(O)CO[C@H](OC[C@H]2O[C@@H](OC(CCCCC3=CC=C(O)C=C3)CCC4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,0,,0,,,,,,0,0,,,
COC1CC(OC(C)C1OC2CC(OC)C(OC3OC(C)C(O)C(O)C3O)C(C)O2)O[C@H]4CC[C@]5(C)C6C(O)[C@@H](O)[C@]7(C)[C@H](CC[C@]7(O)C6C\C=C5\C4)C(C)=O,0,,0,,,,,,0,0,,,
C1CCN(CC1)CCCOC2=CC=C(CN3CCCCC3)C=C2,0,,0,,,,,,1,0,,,
CCOC(=O)NC1=CC(=N[N]2C(=NN=C12)C)C3=CC(=C(C)C=C3)N[S+](C)([O-])=O,0,,2,,,,,,,,,,
CC(C)(O)C1=C(F)C2=NC=C([N]2C=C1)C3=CC=C(F)C(=C3)C4=CC=C(F)C=C4C#N,0,,1,,,,,,0,0,,,
O=C(NCCCNC1=NC(=NC=C1C2CC2)NC3=CC=CC(=C3)CN4CCOCC4)C5CCC5,0,,1,,,,,,0,2,,,0
C[C@@H](CN1CCC2(CC1)N(CNC2=O)C3=CC(=CC=C3)F)NC(=O)C4=CC=C(Br)C=C4,0,,1,,,,,,1,1,,,
OC(=O)C1=N[NH]C2=C1C[C@H]3C[C@@H]23,0,,0,,,,,,0,0,,,
CCO[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)[C@@H]3CC[C@@](O)(CC3)C4=CC5=C(OCO5)C=C4,0,,1,,,,,,0,0,,,
FC1=CC=C(CC2CCN(CC2)C(=O)C(=O)NC3=CC=C4NC(=O)OC4=C3)C=C1,0,,1,,,,,,0,0,,,
CC[C@H](CO)NC1=NC(=C2N=C[N](C(C)C)C2=N1)NCC3=CC=C(C=C3)C4=NC=CC=C4,0,,3,,,,,,0,3,,,
FC1=CC=C(C=C1)C2=C3C=CC=C(C3=N[N]2CC4=C(Cl)C=C(F)C=C4)C(F)(F)F,0,,0,,,,,,0,0,,,
CCC1=C(C(=O)C(N)=O)C2=C(C=CC=C2OCC(O)=O)[N]1CC3=CC=CC=C3,1,,0,,,,,,0,0,,,0
NC(=O)C1=CC2=C([NH]C(=N2)C3=CC=C(OC4=CC=C(Cl)C=C4)C=C3)C=C1,0,,1,,,,,,2,0,,,0
COC1=CN=C(N=C1)C2=CC=C(C[N]3C(=C(SC(C)(C)C)C4=CC(=CC=C34)OC[C@@H]5CC6=CC=CC=C6N5C(C)=O)CC(C)(C)C(O)=O)C=C2,0,,0,,,,,,0,0,,,
NC1=NON=C1C(/NC2=CC=C(F)C(=C2)Cl)=N\O,0,,0,,,,,,0,0,,,
OC(=O)CCNC1=CC(=NC(=N1)C2=CC=CC=N2)N3CCCN(CC3)C(=O)C=C,0,,1,,,,,,,,,,
ONC(=O)C1=CN=C(N=C1)N2CCN(CC2)[S+]([O-])(=O)C3=CC4=CC=CC=C4C=C3,0,,2,,,,,,,,,,
COC1=CC2=NC=NC(=C2C=C1OC)NC3=CC=CC(=C3)I,0,,1,,,,,,,,,,
CNC12CC3C[C@@](C)(C[C@@](C)(C3)C1)C2,0,,0,,,,,,0,0,,,
C(CCC1=N[NH]N=N1)CN2CCC(CC2)=C3C4=CC=CC=C4\C=C/C5=CC=CC=C35,0,,1,,,,,,0,0,,,
COC1=C(OC)C(=CC(=C1)/C=C/C(=O)NCC[N]2C3=C(C=CC=C3)C=C2C(F)(F)F)OC,0,,1,,,,,,0,0,,,
C[S+]([O-])(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,0,,3,,,,,,,,,,
C[N]1N=NC(=N1)C2=CC3=C(C=C2)C4=C(N[C@H]5CC[C@H](N)CC5)N=C(CC6=CC=CC=C6)N=C4[NH]3,0,,1,,,,,,0,2,,,
ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,0,,2,,,,,,,,,,
CN(C)CCOC1=CC(=CC=C1Cl)N[S+]([O-])(=O)C2=C(Cl)C=C(C=C2Cl)C(F)(F)F,0,,1,,,,,,0,0,,,
CN(C(C)=O)C1=CC=CC(=C1)C2=CC=NC3=C(C=N[N]23)C(=O)C4=CC=CS4,0,,0,,,,,,0,0,,,
N[C@@H](CC1=CC=C(F)C=C1)C(O)=O,0,,,,,,,,,,,,
CN1CCC[C@@H]1CC2=CNC3=CC=C(NC4=C(C=CC=N4)[N+]([O-])=O)C=C23,0,,,,,,,,,,,,
COC1=C(OC)C2=C(C=C1)[C@@H](OC2=O)[C@H]3N(C)CCC4=CC5=C(OCO5)C=C34,0,,,,,,,,,,,,
C[C@@H](C1=NC=NC=C1F)[C@](O)(CN2C=NC=N2)C3=CC=C(F)C=C3F,0,,,,,,,,,,,,
CC(CC1=CC=C(O)C=C1)NCC(O)C2=CC(=CC(=C2)O)O,0,,,,,,,,,,,,
CC(=O)NCCC1=C[NH]C2=C1C=CC=C2,0,,,,,,,,,,,,
C[C@](CC1=CC=C(O)C(=C1)O)(NN)C(O)=O,0,,,,,,,,,,,,
CC(N)=O,0,,,,,,,,,,,,
NC1(CCC2=C1C=CC(=C2)C(O)=O)C(O)=O,0,,,,,,,,,,,,
CC1=NC=CC2=C1[NH]C3=C2C=CC=C3,0,,,,,,,,,,,,
CC1=CC=C(C=C1)\C(=C/CN2CCCC2)C3=CC=CC=N3,0,,,,,,,,,,,,
FC1=CC=C(C=C1)C(CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)C5=CC=C(F)C=C5,0,,,,,,,,,,,,
ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=CC=CC=C2Cl,0,,,,,,,,,,,,
CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,0,,2,,,,,,2,1,,,0
CC1=CC=C(C=C1)[N]2C(=CC(=C2C)C3=NN=C4CCCCC[N]34)C,0,,,,,,,,0,0,,,0
C[N]1C=NC2=C(F)C(=C(C=C12)C(=O)NOCCO)NC3=CC=C(Br)C=C3F,0,,2,,,,,,0,0,,,0
NC(=O)[C@@H](CC1CC1)[C@@H](CCC(F)(F)F)C(=O)N[C@H]2\N=C(C3=CC=CC=C3)/C4=CC=CC(=C4NC2=O)F,0,,0,,,,,,0,0,,,0
CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=CC=NC4=CC(=C(OC)C=C34)OCC5(N)CC5,0,,1,,,,,,0,0,,,0
C[N]1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl,0,,,,,,,,2,0,,,0
CC1=CC=C(NC(=O)NCC2=CC3=C(C=C2)C(=O)N(C3)C4CCC(=O)NC4=O)C=C1Cl,0,,,,,,,,0,3,,,0
COC1=CC2=C(OC\C(=C2\C3=CC=C(F)C=C3)CN4CCCC4)C=C1,0,,,,,,,,0,0,,,0
CC1=CC=C(C=C1)\C2=N\C3=CC=C(Cl)C=C3OC2,0,,,,,,,,0,0,,,0
C[N]1N=C(C)C=C1C(=O)NC2=C(F)C=CC(=C2)NC3=CC4=N[NH]C(=C4C=C3)\C=C\C5=NC=CC=C5,0,,,,,,,,0,1,,,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0,,,,,,,,,,,,
COC1CC(C)C/C2=C(NCC=C)/C(=O)/C=C(/NC(=O)/C(=C/C=C/C(OC)C(OC(N)=O)/C(=C/C(C)C1O)C)C)C2=O,0,,,,,,,,0,2,,,0
C[C@]\12CCC(=O)\C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7,0,,,,,,,,0,0,,,0
C[N]1C(=NC2=C(C)C(=CC=C12)OC3=CC=NC(=C3)NC(C)=O)NC4=CC=C(F)C=C4F,1,,,,,,,,0,0,,,0
CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,0,,,,,,,,0,0,,,0
CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]3N(C)CC[C@@]23C,0,,0,,,,,,,,,,
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O[P](O)(O)=O)[C@@H](O)[C@H]2O,0,,0,,,,,,,,,,
CC(C)(C=C)C1=C(C[C@@H]2NC(=O)[C@H](CC3=C[NH]C4=C3C=CC=C4)NC2=O)C5=CC=CC=C5[NH]1,0,,0,,,,,,0,0,,,
COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C4CCCC4)C=CC(=C1)C(=O)NC5CCN(C)CC5,0,,3,,,,,,0,2,,,
COC1=C2C(=O)OCC2=C(C)C3=C1C[C@H]4[C@](C)(C[C@@H](OC(C)=O)[C@]56O[C@@](CC[C@]45C)(OC)OC6(C)C)O3,0,,1,,,,,,0,0,,,
C\C=C(CO)\C(=O)OCC(=C/C)\C(=O)O[C@@H]1C/C(=C/C[C@H](OC(C)=O)\C(=C/[C@@H]2OC(=O)C(=C)[C@H]12)C)C,0,,2,,,,,,0,0,,,
NC1=NC=NC2=C1N=C[N]2[C@@H]3O[C@@H]4CO[P@@](S)(=O)O[C@H]4[C@H]3O,0,,0,,,,,,0,0,,,
CCC(C)C(=O)OC1[C@@H](OC(C)=O)/C(=C/CCC(=C/[C@H]2OC(=O)C(=C)C12)/CO)CO,0,,1,,,,,,0,0,,,
CO[C@H]1/C=C/2C(CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)C2(C)C)[C@]4(C)CC[C@]5(C)C(CC[C@@]5(C)C14)[C@H](C)C(O)C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)C=C(C)C,0,,0,,,,,,0,0,,,
CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)C(CO)(CO)C5CC[C@@]34C)C2[C@@H]1O)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O,0,,0,,,,,,0,0,,,
CC/1=C/C/2=C(C)/C(=O)[C@](C)(O)[C@H](O)C2=C\O1,0,,0,,,,,,0,0,,,
COC1=CC(=CC(=C1)OC2OC(CO)C(O)C(O)C2O)O,0,,0,,,,,,0,0,,,
CC(C)C1NC(=O)CNC(=O)C2CCCN2C(=O)C(CC3=C[NH]C4=CC=CC=C34)NC(=O)CNC(=O)C(NC(=O)CNC1=O)C(O)C5=CC=C(O)C=C5,0,,0,,,,,,0,0,,,
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([NH]C5=CC(=CC=C45)OC)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC,0,,2,,,,,,,,,,
CC\1(C)CCC\C2=C1C(=O)OC(=O)\C3=C\C(C)(CCC23O)C=C,0,,0,,,,,,0,0,,,
C[C@@H]1O[C@@H](O[C@@H]2C(O)C(O)C(CO)OC2O[C@H]3[C@H](O)[C@H](O[C@@H](O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5CC[C@]78OC[C@@]9(CCC(C)(C)CC79)[C@@H](C[C@@]68C)OC(C)=O)C4(C)C)[C@@H]3OC%10OC(CO)C(O)C(O)C%10O)C(O)=O)[C@H](O[C@@H]%11OC[C@](O)(CO)[C@H]%11O)[C@H](O)[C@H]1O,0,,2,,,,,,0,0,,,
CC(=O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC2=C(COC(=O)C3(O)\C=C/CCC3=O)C=CC=C2,0,,0,,,,,,0,0,,,
OC[C@H]1O[C@@H](O[C@@H]2O\C=C/[C@H]3[C@H](OC(=O)\C=C\C4=CC=C(O)C=C4)[C@@H]5O[C@]5(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0,,0,,,,,,0,2,,,
CC1CCC2\C(=C/C3CC(C)(C)CC123)C(O)=O,0,,0,,,,,,0,0,,,
C[C@@H](\C=C/C=C(C)C)[C@H]1CC[C@]2(C)C[C@H]\3C(C(=O)\C=C3C)\C(=C/C[C@@H]12)CO,0,,0,,,,,,0,0,,,
CCCCOC1=CC=C(C=C1)C(=O)NC2=C(F)C=C(F)C=C2,0,,1,,,,,,0,0,,,0
CC(C)(C)C1=CC=C(NC(=O)N2CCN(CC2)C3=NC=CC=C3Cl)C=C1,0,,1,,,,,,0,0,,,
CN(C)C1=CC(=CC=C1)OC2=CN=C(NC3=CC=CC(=C3)O)N=C2,0,,1,,,,,,0,0,,,
OC(=O)C1CN(C1)CC2=CC(=C(C=C2)C3=NC4=CC(=CC=C4S3)CC5=CC=CC=C5F)F,0,,0,,,,,,0,0,,,
CCCCC[N]1C=C(C(=O)C2C(C)(C)C2(C)C)C3=CC=CC=C13,0,,1,,,,,,0,0,,,
CC(=O)C1=C(CC(O)=O)C(=C[NH]1)CCC(O)=O,0,,0,,,,,,0,0,,,
CC1(C)C2CCC1(C)C(C2)OC(=O)C(O)(CC(O)=O)CC(O)=O,0,,0,,,,,,0,0,,,
C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]3C[C@@H]4C[C@]23CC[C@]4(O)CO,0,,2,,,,,,0,0,,,
CCC/C=C/C=C/C=C/C(=O)OC1C(OC(C)=O)C2(CO)C(CC(C)(C)CC2C/3=C/CC4C5(C)CCC(OC6OC(C)C(OC7OC(C(O)C(OC8OC(CO)C(O)C(O)C8OC9OC(CO)C(O)C(O)C9O)C7O)C(O)=O)C(O)C6O)C(C)(C)C5CCC4(C)C13C)OC(=O)\C(C)=C/C,0,,0,,,,,,0,0,,,
C[C@H](N(C(=N)NC#N)C1=C2C=CC=NC2=CC=C1)C3=CC=CC=C3,0,,0,,,,,,0,0,,,
CC(C)[N]1C=NN=C1C2=CC=CC(=N2)NC(=O)C3=CC(=C(C)C=C3F)[N]4C=NC(=C4)C5CC5,0,,1,,,,,,0,0,,,0
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)CO)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@H]3NC(N)=N,0,,0,,,,,,,,,,
CO[C@@H]1C[C@@H](CC[C@H]1OC(=O)C(C)(CO)CO)C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC,0,,3,,,,,,,,,,
OC1=C(C=CC=C1)C(=O)\C=C\N2C[C@@H]3C[C@@H]2CN3C4=NC=CC=C4,0,,0,,,,,,,,,,
CN(C)C1CCN(CC1)C(=O)C2=CC=C(NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5CCOCC5)N6CCOCC6)C=C2,0,,3,,,,,,0,0,,,0
CCOCC[N]1N=C(CC)C2=NC(=NC(=C12)NC3=CC(=CC=N3)C)N4CCC(CC4)C(O)=O,0,,0,,,,,,0,0,,,
FC1=CC=C(CNC(=O)C(=O)C2=C[NH]C3=CC=CC=C23)C=C1,0,,0,,,,,,0,0,,,
COCCCNCC1COC2=CC=CC=C2O1,0,,0,,,,,,0,0,,,
COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,0,,0,,,,,,,,,,
CC1=C(C)C\2=C(S1)[N]3C(=NN=C3C(CC(=O)NC4=CC=C(O)C=C4)\N=C2C5=CC=C(Cl)C=C5)C,0,,2,,,,,,,,,,
ClC1=C(CNC[C@H]2CC[C@@H](CC2)CNCC3=C(Cl)C=CC=C3)C=CC=C1,0,,1,,,,,,1,0,,,
CN\1C(=O)/C(=C(\N=C1C(C)(C)NC(=O)C2=NN=C(C)O2)C(=O)NCC3=CC=C(F)C=C3)O,0,,0,,,,,,,,,,
C[N+](C)(C)CCCCCC[N+](C)(C)C,0,,,,,,,,,,,,
C[N+]1(C)CCC(CC1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,0,,,,,,,,,,,,
CC(C)(C)NCC(O)C1=CC(=CC(=C1)O)O,0,,,,,,,,,,,,
COC1=C(C=CC=C1)N2CCN(CCCN\C3=C\C(=O)N(C)C(=O)N3C)CC2,0,,,,,,,,,,,,
CCCCNC(=O)N[S+]([O-])(=O)C1=CC=C(C)C=C1,0,,,,,,,,,,,,
OC1=NOC2=C1CCNC2,0,,,,,,,,,,,,
CCN1\C=C(\C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,0,,,,,,,,,,,,
CC(C)(C)NCC(O)C1=C(Cl)C=CC=C1,0,,,,,,,,,,,,
ClC1=CC=C(N=N1)N2CC3CCC(C2)N3,0,,,,,,,,,,,,
Cl.[H][C@@]1(CN2CCSC2=N1)C3=CC=CC=C3,0,,,,,,,,,,,,
C[C@@]12CCC[C@](C)([C@H]1CC[C@]34CC(=C)[C@](O)(CC[C@@H]23)C4)C(O)=O,0,,,,,,,,,,,,
O=C1CCC2=C(N1)C=CC(=C2)OCCCCC3=NN=N[N]3C4CCCCC4,0,,,,,,,,,,,,
C\C1=C(/C)C(=O)\C(=C(\C)C1=O)CCCCC#CCCCC#CCO,0,,,,,,,,,,,,
CCN(CC)CCNC(=O)C1=CC=C(NC(C)=O)C=C1,0,,,,,,,,,,,,
O=C1N\2CCC3=C([NH]C4=C3C=CC=C4)C2=N/C5=CC=CC=C15,0,,,,,,,,,,,,
NCCS,0,,,,,,,,,,,,
OC(=O)C1CN(CCCP(O)(O)=O)CCN1,0,,,,,,,,,,,,
N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,0,,,,,,,,0,0,,,0
[O-][S](=O)(=O)CCS,0,,,,,,,,0,0,,,0
C[C@H]1CC[C@H](CN1C(=O)C=C)NC2=C3C=C[NH]C3=NC=N2,0,,,,,,,,0,0,,,0
CC1(C)C[C@H](C2CC[C@]3(C)\C(=C/C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,0,,1,,,,,,0,0,,,0
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)C4=NC=CC5=C4C=CC=C5,0,,,,,,,,0,0,,,0
CC1=C(CCC(O)=O)C(=C([NH]1)\C=C\2C(=O)NC3=CC=CC=C23)C,0,,,,,,,,0,0,,,0
NC(=O)C1=C(N)[N](N=C1C2=CC=C(OC3=CC=C(F)C=C3F)C=C2)[C@@H]4CCCN(C4)C#N,0,,0,,,,,,0,0,,,0
CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)NC2=CC=CC=C2C3=C1C=CC=C3,0,,,,,,,,0,0,,,0
COC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)C3=CC=C(Cl)C=C3)OC,0,,,,,,,,1,0,,,0
CCC(O)(CC)/C=C/C=C/[C@@H](C)[C@H]1CC[C@H]2\C(CCCC12C)=C\C=C3/C[C@@H](O)C[C@H](O)C3=C,0,,,,,,,,0,0,,,0
C[C@@H](OC1=CC(=NN=C1N)C(=O)NC2=CC=C(C=C2)C(=O)N3CCN(C)CC3)C4=C(Cl)C=CC(=C4Cl)F,1,,,,,,,,0,2,,,0
CN1C/C=C/CCOC2=CC=CC(=C2)C3=CC=NC(=N3)NC4=CC=CC(=C4)C1,0,,,,,,,,0,1,,,0
ClC1=CC=C(C=C1)/C=C/C(=O)N2CCC3(CC2)CN(CC4=CC=C(Cl)C(=C4)Cl)C(=O)O3,0,,,,,,,,1,1,,,0
CN1CCN(CC1)\C2=N\C3=C(NC4=C2C=CC=C4)C=CC(=C3)Cl,0,,,,,,,,0,0,,,0
NC(=O)C1=C2NCCC(C3CCN(CC3)C(=O)C=C)[N]2N=C1C4=CC=C(OC5=CC=CC=C5)C=C4,0,,,,,,,,0,1,,,0
CC(CNC(=O)CCC1(C)C(CC(N)=O)\C2=N\C1=C(C)/C3=N\C(=C/C4=N/C(=C(\C)C5=NC2(C)C(C)(CC(N)=O)C5CCC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(C)C3CCC(N)=O)O[P]([O-])(=O)OC6C(O)C(OC6CO)[N]7C=[N+]([Co]C#N)C8=C7C=C(C)C(=C8)C,2,,,,,,,,0,0,,,0
COC1=CC=C2NC3=C(C=CC(Cl)=C3)C(N=C4C=C(CN5CCCC5)C(=O)C(CN6CCCC6)=C4)=C2N1,0,,,,,,,,0,0,,,0
CN(C)N(C)C(=O)[C@]1(CCCN(C1)C(=O)[C@@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)C(C)(C)N)CC4=CC=CC=C4,0,,,,,,,,0,0,,,0
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4\C(=C(/C[C@]35C)C#N)O)[C@@H]1CC[C@@H]2O,0,,,,,,,,0,0,,,0
O=C(CC1=CC=C(C=N1)C2=CC=C(OCCN3CCOCC3)C=C2)NCC4=CC=CC=C4,0,,,,,,,,0,3,,,0
CC(C)Oc1ccc2c(c1)OC=C(C2=O)c3ccccc3,0,,1,0,,,,,0,0,,,0
COC1=CC2=C(CN(CCC3=CC=C(NC(=O)C4=CC(=C(OC)C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)OC)C=C3)CC2)C=C1OC,0,,,,,,,,0,0,,,0
COC1=C(OC)C=C2CN(CCC3=CC=C(C=C3)[N]4N=NC(=N4)C5=CC(=C(OC)C=C5NC(=O)\C6=C\C(=O)C7=CC=CC=C7O6)OC)CCC2=C1,0,,,,,,,,0,0,,,0
COC1=CC(=CC(=C1CN(C)C)OC)\C2=C\N(C)C(=O)C3=C2C=CN=C3,0,,,,,,,,0,0,,,0
CC1(C)C(N(O)C(=O)NC2=CC=C(Cl)C=C2)N(C(=O)N1CC(=O)N\N=C\C=C\C3=CC=C(O3)[N+]([O-])=O)C4=CC=C(Cl)C=C4,0,,,,,,,,0,1,,,0
[CH3][C]1([CH3])[CH2][CH2][C]([CH3])([CH3])C2=C1C=CC(=C2)[NH][C](=[O])C3=CC=C(C=C3)[C]([OH])=[O],0,,,,,,,,0,0,,,0
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C3=NC=CS3)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,0,,,,,,,,0,3,,,0
CC1=CC=CC(=C1)NC2=NC(=CS2)C3=CC=NC=C3,0,,,,,,,,3,2,,,0
CN(C)C/C=C/C(=O)NC1=CC(=CC=C1)C(=O)NC2=CC=C(NC3=NC=CC(=N3)C4=CC=CN=C4)C(=C2)C,0,,2,,,,,,,,,,
C[N]1C=C(C2=CC3=C(C=C2)N(CC3)C(=O)CC4=CC(=CC=C4)C(F)(F)F)C5=C1N=CN=C5N,0,,1,,,,,,,,,,
COC(=O)CC1(O)C(=O)NC2=CC=CC=C12,0,,0,,,,,,0,0,,,
COC1=CC2=C3C(=CC4=CC=CC=C4C3=C1O)NC2=O,0,,0,,,,,,0,0,,,
COC1=CC=C2C(=CC=NC2=C1)NC(=O)NC3=NC(=CC=C3)C(F)(F)F,0,,1,,,,,,,,,,
COC1=C(CO)C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)N4CC(C)OC(C)C4)N5CCOCC5,0,,2,,,,,,,,,,
CNC(=O)C1=CC=C2C=C(C=CC2=C1)C3(O)CC[N]4C=NC=C34,0,,0,,,,,,0,0,,,0
CC1=C(NC2=NC(=CC=N2)C3=CN=CC=C3)C=C(NC(=O)C4=CC=C(CN5CCNCC5)C=C4)C=C1,0,,1,,,,,,,,,,
CCC(OC(=O)\C(COC(=O)\C(C)=C\C)=C/C)C1=CC=C(OC)C(=C1)OC,0,,0,,,,,,0,0,,,
CC(=C)[C@@H]1CC[C@](C)(O)[C@H](C1)OC(=O)C2=CC=CC=C2,0,,0,,,,,,0,0,,,
COC(=O)\C1=C\OC(OC2OC(CO)C(O)C(O)C2O)C3C1\C=C/C3(O)CO,0,,0,,,,,,0,0,,,
C[C@@H]1[C@@H]2[C@@H](O)C\C(=C3/[C@@H]([C@H]2OC1=O)\C(=C/C3=O)CO)C,0,,0,,,,,,0,0,,,
C[C@H]1[C@H](C[C@H]\2[C@@H]1[C@@H](O\C=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC(=O)\C=C\C4=CC=C(O)C=C4,0,,0,,,,,,0,0,,,
CC1(C)CC(O)C\2(C)CCC3(C)C(=C2C1)\C=C/C4C5(C)CCC(O)C(C)(C)C5CCC34C,0,,0,,,,,,0,2,,,
OC[C@H]1O[C@@H](O[C@@H]2O\C=C/[C@H]3[C@H](OC(=O)\C=C\C4=CC(=C(O)C=C4)O)[C@@H]5O[C@]5(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0,,0,,,,,,0,0,,,
CCOC(=O)\C1=C(/C)N\C2=C(C1C3=CC=C(C=C3)C4=CC=CC=C4)\C(=O)CC(C)(C)C2,0,,2,,,,,,,,,,
COC12CC3C(C(C)\C1=C\C(=O)O2)C(O)C(OC(C)=O)C4C(C)(C)C(CCC34C)OC(C)=O,0,,0,,,,,,0,0,,,
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)CO[C@H]2OC(=O)[C@]34CCC(C)(C)C[C@H]3C/5=C/CC6[C@@]7(C)CC[C@H](O[C@@H]8O[C@H](CO[C@@H]9OC[C@H](O)[C@H](O)[C@H]9O)[C@@H](O)[C@H](O)[C@H]8O)C(C)(C)C7CC[C@@]6(C)[C@]5(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O[C@@H]%10OC[C@H](O)[C@H](O[C@@H]%11OC[C@@H](O)[C@H](O)[C@H]%11O)[C@H]%10O,0,,0,,,,,,2,0,,,
CC1(C)C(O)CCC2(C)C1CCC3(C)O\C4=C(/CC23)C(=O)\C=C(/O4)C(O)=O,0,,0,,,,,,0,0,,,
OC[C@H]1O[C@@H](OC(CCCCC2=CC=C(O)C=C2)CCC3=CC=C(O)C=C3)[C@H](O[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@@H](O)[C@@H]1O,0,,0,,,,,,0,0,,,
C/C=C/C=C/[C@H]1CO[C@@H](\C=C\C=C)[C@@H]1O,0,,0,,,,,,0,0,,,
OC[C@H]1OC[C@H](O[C@H]2O[C@H](COC(=O)C3=CC=CC=C3)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0,,0,,,,,,0,0,,,
CC(C)C1=CC(=C(C)C=C1O[C@@H]2O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]2O)O,0,,0,,,,,,0,0,,,
